time,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,weather_description
2022-11-15,53,3.1,0.0,2.5,1.2,1.2,0.0,4.0,30.3,44.6,101,Drizzle: Moderate
2022-11-16,73,2.5,0.2,1.2,0.4,0.0,0.28,2.0,42.6,63.7,107,Snow fall: Moderate
2022-11-17,75,3.6,0.8,2.7,9.9,2.4,5.25,14.0,58.1,85.0,130,Snow fall: Heavy
2022-11-18,73,2.7,-1.4,1.0,1.7,0.9,0.56,9.0,24.8,37.1,105,Snow fall: Moderate
2022-11-19,73,2.3,-2.6,0.3,2.3,0.3,1.4,13.0,36.7,56.5,102,Snow fall: Moderate
2022-11-20,75,2.1,-1.8,0.2,5.5,0.5,3.5,13.0,36.7,54.7,110,Snow fall: Heavy
2022-11-21,73,1.1,-3.4,-1.0,1.0,0.0,0.7,4.0,30.9,45.7,117,Snow fall: Moderate
2022-11-22,3,0.2,-5.4,-3.3,0.0,0.0,0.0,0.0,45.2,67.7,97,Overcast
2022-11-23,71,-2.4,-5.1,-3.9,1.4,0.0,0.98,11.0,57.5,85.3,64,Snow fall: Slight
2022-11-24,71,0.7,-2.0,-0.1,1.5,0.0,1.05,13.0,61.8,94.0,76,Snow fall: Slight
2022-11-25,73,0.9,-0.6,0.1,0.6,0.0,0.42,4.0,55.1,81.7,82,Snow fall: Moderate
2022-11-26,75,0.9,-1.0,0.2,5.7,0.0,3.99,15.0,43.6,64.8,91,Snow fall: Heavy
2022-11-27,73,-0.8,-3.9,-2.1,1.5,0.0,1.05,11.0,38.7,57.2,42,Snow fall: Moderate
2022-11-28,73,-3.4,-9.4,-6.8,0.9,0.0,0.7,5.0,20.3,27.0,218,Snow fall: Moderate
2022-11-29,71,2.8,-8.8,-1.1,0.3,0.0,0.21,3.0,58.8,85.0,157,Snow fall: Slight
2022-11-30,71,6.5,3.5,5.4,24.1,23.9,0.14,23.0,64.4,93.6,154,Snow fall: Slight
2022-12-01,73,3.7,-0.7,0.4,6.3,0.3,4.2,23.0,49.3,75.6,181,Snow fall: Moderate
2022-12-02,71,0.9,-1.1,-0.2,0.4,0.0,0.28,4.0,27.4,42.5,179,Snow fall: Slight
2022-12-03,3,0.2,-5.0,-1.8,0.0,0.0,0.0,0.0,21.1,30.2,121,Overcast
2022-12-04,3,-3.9,-6.6,-5.1,0.0,0.0,0.0,0.0,17.4,22.7,213,Overcast
2022-12-05,3,-0.5,-6.2,-3.3,0.0,0.0,0.0,0.0,22.0,30.6,107,Overcast
2022-12-06,71,-1.6,-8.1,-5.3,0.5,0.0,0.35,5.0,15.1,19.8,193,Snow fall: Slight
2022-12-07,71,-4.8,-10.9,-6.6,1.8,0.0,1.26,14.0,23.1,33.8,78,Snow fall: Slight
2022-12-08,71,-10.3,-12.7,-11.4,0.4,0.0,0.28,4.0,28.1,40.3,74,Snow fall: Slight
2022-12-09,71,-6.7,-9.7,-8.0,1.1,0.0,0.84,11.0,27.3,40.3,52,Snow fall: Slight
2022-12-10,3,-6.1,-8.8,-7.0,0.0,0.0,0.0,0.0,34.2,49.3,98,Overcast
2022-12-11,3,-4.7,-8.3,-6.3,0.0,0.0,0.0,0.0,39.0,56.2,99,Overcast
2022-12-12,3,-5.9,-8.6,-7.2,0.0,0.0,0.0,0.0,29.7,43.9,118,Overcast
2022-12-13,71,-6.7,-14.5,-11.6,0.1,0.0,0.07,1.0,34.2,50.0,98,Snow fall: Slight
2022-12-14,71,-11.7,-14.5,-13.1,0.3,0.0,0.21,3.0,28.5,40.3,109,Snow fall: Slight
2022-12-15,3,-12.1,-15.8,-14.1,0.0,0.0,0.0,0.0,30.0,43.6,91,Overcast
2022-12-16,3,-15.0,-17.4,-16.2,0.0,0.0,0.0,0.0,30.3,43.2,109,Overcast
2022-12-17,73,-11.1,-13.5,-12.3,6.7,0.0,4.69,21.0,43.7,63.0,104,Snow fall: Moderate
2022-12-18,71,-12.9,-16.3,-14.7,0.3,0.0,0.21,3.0,53.7,77.4,88,Snow fall: Slight
2022-12-19,71,-10.4,-14.1,-11.8,1.1,0.0,0.77,11.0,64.2,95.8,74,Snow fall: Slight
2022-12-20,73,-7.8,-11.3,-9.3,3.4,0.1,2.31,16.0,56.2,85.0,60,Snow fall: Moderate
2022-12-21,73,-7.7,-11.5,-9.2,1.7,0.0,1.19,10.0,45.9,68.4,55,Snow fall: Moderate
2022-12-22,3,-10.9,-13.4,-12.0,0.0,0.0,0.0,0.0,39.8,57.2,91,Overcast
2022-12-23,3,-12.1,-18.7,-14.6,0.0,0.0,0.0,0.0,33.3,47.9,109,Overcast
2022-12-24,75,-10.7,-19.0,-13.7,11.8,0.0,8.26,13.0,33.9,48.6,107,Snow fall: Heavy
2022-12-25,73,-9.5,-13.0,-11.3,2.6,0.0,1.96,19.0,44.0,64.4,77,Snow fall: Moderate
2022-12-26,71,-10.5,-16.6,-13.2,0.4,0.0,0.28,4.0,23.8,34.2,88,Snow fall: Slight
2022-12-27,73,-8.9,-13.8,-10.5,5.8,0.1,3.99,20.0,35.0,52.2,123,Snow fall: Moderate
2022-12-28,73,-12.1,-16.5,-13.9,1.6,0.0,1.19,6.0,38.3,54.7,109,Snow fall: Moderate
2022-12-29,73,-11.8,-19.0,-14.7,1.0,0.0,0.7,6.0,38.9,58.3,72,Snow fall: Moderate
2022-12-30,2,-16.5,-21.2,-18.2,0.0,0.0,0.0,0.0,18.0,25.2,80,Partly cloudy
2022-12-31,73,-8.1,-18.6,-12.3,1.5,0.0,1.05,10.0,37.2,52.9,182,Snow fall: Moderate
2023-01-01,71,-8.0,-14.8,-11.8,1.2,0.0,0.91,10.0,46.2,67.7,209,Snow fall: Slight
2023-01-02,75,-3.1,-7.8,-5.4,9.7,0.0,6.79,24.0,42.9,63.4,161,Snow fall: Heavy
2023-01-03,71,-2.0,-10.6,-6.5,0.8,0.0,0.56,6.0,26.9,40.3,202,Snow fall: Slight
2023-01-04,3,-6.4,-8.5,-7.0,0.0,0.0,0.0,0.0,28.9,41.8,90,Overcast
2023-01-05,71,-6.0,-8.2,-7.2,0.6,0.0,0.49,4.0,22.7,32.0,103,Snow fall: Slight
2023-01-06,3,-4.6,-9.7,-7.6,0.0,0.0,0.0,0.0,45.2,63.4,106,Overcast
2023-01-07,73,-6.4,-8.4,-7.3,2.6,0.1,1.75,14.0,45.2,65.5,87,Snow fall: Moderate
2023-01-08,75,-2.9,-5.9,-4.7,7.4,0.0,5.18,23.0,34.2,50.0,30,Snow fall: Heavy
2023-01-09,73,-3.4,-6.2,-4.9,4.6,0.0,3.22,17.0,24.5,38.5,358,Snow fall: Moderate
2023-01-10,73,-3.2,-5.4,-4.1,2.5,0.0,1.75,14.0,39.8,58.0,84,Snow fall: Moderate
2023-01-11,71,-4.4,-6.5,-5.2,0.3,0.0,0.21,3.0,37.5,55.4,80,Snow fall: Slight
2023-01-12,3,-5.7,-9.0,-7.5,0.0,0.0,0.0,0.0,37.5,53.6,101,Overcast
2023-01-13,3,-6.0,-12.6,-8.6,0.0,0.0,0.0,0.0,12.0,36.4,112,Overcast
2023-01-14,3,-11.8,-15.2,-13.5,0.0,0.0,0.0,0.0,32.7,46.8,97,Overcast
2023-01-15,3,-14.0,-16.2,-15.2,0.0,0.0,0.0,0.0,26.6,37.4,88,Overcast
2023-01-16,71,-11.1,-16.5,-13.5,0.4,0.0,0.28,4.0,18.0,25.2,77,Snow fall: Slight
2023-01-17,71,-9.4,-14.2,-11.4,1.3,0.0,0.98,13.0,21.3,31.7,35,Snow fall: Slight
2023-01-18,71,-10.2,-14.8,-12.3,0.1,0.0,0.07,1.0,30.2,43.2,86,Snow fall: Slight
2023-01-19,71,-6.0,-11.1,-9.5,0.7,0.0,0.56,5.0,31.7,45.7,119,Snow fall: Slight
2023-01-20,75,4.1,-5.2,-0.1,33.0,3.7,20.51,24.0,91.9,134.3,170,Snow fall: Heavy
2023-01-21,73,4.4,-3.5,-0.2,9.2,6.2,2.1,16.0,59.4,87.1,209,Snow fall: Moderate
2023-01-22,75,-2.8,-11.3,-7.3,10.4,0.1,7.21,22.0,73.0,108.7,225,Snow fall: Heavy
2023-01-23,71,-3.3,-10.0,-6.9,0.5,0.0,0.35,4.0,39.2,63.0,203,Snow fall: Slight
2023-01-24,73,2.5,-4.2,-0.1,4.1,1.7,1.68,11.0,46.2,68.0,203,Snow fall: Moderate
2023-01-25,73,-1.5,-7.1,-4.5,2.9,0.0,2.03,13.0,37.2,53.6,237,Snow fall: Moderate
2023-01-26,73,4.1,-1.7,1.5,13.5,8.4,3.57,19.0,81.5,119.5,196,Snow fall: Moderate
2023-01-27,75,-1.9,-6.5,-5.2,5.7,0.0,3.99,16.0,67.8,99.0,228,Snow fall: Heavy
2023-01-28,75,1.1,-4.8,-1.8,10.7,0.0,7.49,17.0,53.6,80.6,206,Snow fall: Heavy
2023-01-29,75,-2.6,-6.8,-5.0,4.4,0.0,3.15,12.0,38.5,57.6,218,Snow fall: Heavy
2023-01-30,75,-6.6,-11.3,-8.8,5.8,0.0,4.06,15.0,62.1,92.9,101,Snow fall: Heavy
2023-01-31,73,-7.8,-9.7,-8.5,1.8,0.1,1.19,13.0,61.6,90.7,77,Snow fall: Moderate
2023-02-01,73,-6.9,-9.1,-7.8,1.8,0.0,1.33,9.0,34.9,50.0,97,Snow fall: Moderate
2023-02-02,75,-1.6,-7.7,-4.0,13.9,0.0,9.73,18.0,58.0,94.7,120,Snow fall: Heavy
2023-02-03,75,3.9,-4.2,-1.1,21.2,7.2,9.8,22.0,80.0,114.1,178,Snow fall: Heavy
2023-02-04,73,-3.9,-7.7,-6.1,2.0,0.0,1.4,11.0,54.1,78.5,208,Snow fall: Moderate
2023-02-05,75,3.9,-3.6,1.4,36.7,12.0,17.29,24.0,78.5,121.0,190,Snow fall: Heavy
2023-02-06,73,-1.5,-8.4,-5.1,4.9,0.0,3.43,19.0,76.9,110.2,214,Snow fall: Moderate
2023-02-07,75,-4.0,-10.9,-8.2,12.7,0.1,8.82,22.0,69.1,101.2,209,Snow fall: Heavy
2023-02-08,73,-10.3,-12.5,-11.3,2.4,0.0,1.82,12.0,46.6,67.7,212,Snow fall: Moderate
2023-02-09,73,-9.3,-13.9,-11.9,0.9,0.0,0.63,7.0,38.9,56.2,219,Snow fall: Moderate
2023-02-10,73,0.2,-10.4,-1.8,6.3,0.0,4.41,18.0,65.4,95.0,190,Snow fall: Moderate
2023-02-11,75,3.3,-5.7,-0.5,12.4,3.9,5.95,22.0,78.7,123.8,202,Snow fall: Heavy
2023-02-12,73,3.4,-5.8,-2.5,7.5,1.6,4.13,15.0,67.1,105.8,202,Snow fall: Moderate
2023-02-13,73,4.5,1.8,3.8,28.9,24.4,3.15,21.0,87.0,129.2,185,Snow fall: Moderate
2023-02-14,73,1.3,-4.8,-0.8,7.1,0.0,5.04,23.0,47.5,68.8,194,Snow fall: Moderate
2023-02-15,71,-4.2,-6.2,-5.0,0.8,0.0,0.56,7.0,32.1,46.4,186,Snow fall: Slight
2023-02-16,71,-5.2,-7.6,-6.3,0.3,0.0,0.21,3.0,34.5,50.0,212,Snow fall: Slight
2023-02-17,73,-6.7,-9.8,-8.1,1.5,0.0,1.05,9.0,34.3,52.9,230,Snow fall: Moderate
2023-02-18,73,-1.8,-8.1,-5.8,1.4,0.0,0.98,4.0,47.6,68.8,175,Snow fall: Moderate
2023-02-19,75,-1.4,-4.1,-2.8,26.1,0.0,18.27,24.0,49.6,72.0,118,Snow fall: Heavy
2023-02-20,75,-3.3,-7.4,-5.3,7.9,0.0,5.53,12.0,42.0,63.7,240,Snow fall: Heavy
2023-02-21,71,-4.7,-10.3,-7.6,0.2,0.1,0.14,2.0,27.7,38.9,179,Snow fall: Slight
2023-02-22,73,-0.3,-10.9,-6.3,3.5,0.0,2.52,14.0,55.3,79.6,214,Snow fall: Moderate
2023-02-23,75,-0.8,-3.4,-1.8,6.2,0.0,4.34,20.0,50.4,75.2,234,Snow fall: Heavy
2023-02-24,71,1.7,-1.5,0.5,0.2,0.0,0.14,2.0,48.4,69.1,206,Snow fall: Slight
2023-02-25,71,2.5,0.9,1.9,1.8,1.2,0.42,15.0,57.1,82.4,201,Snow fall: Slight
2023-02-26,71,3.3,1.1,2.2,0.9,0.3,0.42,9.0,59.9,88.6,197,Snow fall: Slight
2023-02-27,71,2.7,0.3,1.4,0.9,0.6,0.21,9.0,30.6,48.2,174,Snow fall: Slight
2023-02-28,75,3.3,-3.1,1.4,6.8,4.4,1.68,15.0,54.0,78.5,198,Snow fall: Heavy
2023-03-01,3,1.5,-3.2,-1.7,0.0,0.0,0.0,0.0,46.1,73.4,208,Overcast
2023-03-02,71,1.5,-0.3,0.8,0.1,0.0,0.07,1.0,37.5,53.6,215,Snow fall: Slight
2023-03-03,3,-0.2,-2.6,-1.1,0.0,0.0,0.0,0.0,21.5,30.6,195,Overcast
2023-03-04,71,-0.9,-2.7,-1.7,1.8,0.0,1.26,14.0,22.9,34.2,230,Snow fall: Slight
2023-03-05,73,-0.7,-11.6,-5.6,3.8,0.0,2.66,12.0,38.3,55.1,74,Snow fall: Moderate
2023-03-06,71,-10.6,-13.9,-12.5,0.3,0.0,0.21,3.0,27.0,42.8,63,Snow fall: Slight
2023-03-07,71,-13.1,-15.8,-14.2,1.6,0.0,1.12,16.0,37.8,55.1,39,Snow fall: Slight
2023-03-08,71,-11.2,-16.3,-13.8,0.7,0.0,0.56,7.0,34.6,51.1,77,Snow fall: Slight
2023-03-09,71,-10.6,-15.3,-12.9,0.5,0.0,0.35,5.0,24.9,37.1,69,Snow fall: Slight
2023-03-10,3,-15.8,-19.9,-18.2,0.0,0.0,0.0,0.0,25.0,36.7,65,Overcast
2023-03-11,3,-18.5,-20.5,-19.6,0.0,0.0,0.0,0.0,25.6,36.0,80,Overcast
2023-03-12,3,-16.2,-19.2,-17.9,0.0,0.0,0.0,0.0,32.2,46.8,90,Overcast
2023-03-13,71,-13.8,-19.3,-17.2,0.1,0.0,0.21,1.0,23.7,36.0,63,Snow fall: Slight
2023-03-14,71,-13.2,-18.9,-16.2,0.6,0.1,0.35,6.0,23.5,32.8,61,Snow fall: Slight
2023-03-15,3,-13.7,-18.1,-16.1,0.0,0.0,0.0,0.0,43.1,61.6,95,Overcast
2023-03-16,3,-11.7,-13.5,-12.9,0.0,0.0,0.0,0.0,38.3,55.8,110,Overcast
2023-03-17,71,-5.6,-11.4,-8.2,0.2,0.0,0.14,2.0,35.4,51.1,117,Snow fall: Slight
2023-03-18,75,-6.7,-10.2,-8.4,14.9,0.0,10.43,24.0,22.1,32.4,325,Snow fall: Heavy
2023-03-19,71,-10.5,-14.1,-12.8,0.8,0.0,0.56,8.0,37.8,54.4,83,Snow fall: Slight
2023-03-20,3,-9.0,-13.0,-11.1,0.0,0.0,0.0,0.0,42.8,60.1,109,Overcast
2023-03-21,73,-8.7,-12.1,-10.1,5.2,0.1,3.57,21.0,70.2,101.2,95,Snow fall: Moderate
2023-03-22,73,-7.9,-10.3,-8.9,4.2,0.0,2.94,23.0,75.4,109.4,85,Snow fall: Moderate
2023-03-23,71,-7.5,-10.0,-9.0,2.4,0.0,1.68,22.0,52.6,79.2,83,Snow fall: Slight
2023-03-24,71,-8.3,-11.4,-10.0,0.6,0.0,0.42,6.0,42.9,61.2,76,Snow fall: Slight
2023-03-25,71,-8.2,-11.4,-9.7,0.1,0.0,0.07,1.0,24.9,41.8,92,Snow fall: Slight
2023-03-26,75,-7.3,-12.4,-9.7,7.5,0.0,5.25,17.0,19.0,28.4,340,Snow fall: Heavy
2023-03-27,71,-8.5,-11.9,-10.4,1.2,0.0,0.84,12.0,33.9,48.2,48,Snow fall: Slight
2023-03-28,3,-7.9,-10.5,-9.5,0.0,0.0,0.0,0.0,45.1,64.1,107,Overcast
2023-03-29,75,-2.5,-9.8,-5.5,15.8,0.1,10.99,24.0,47.7,69.1,100,Snow fall: Heavy
2023-03-30,73,0.4,-3.3,-2.1,7.0,0.0,4.9,20.0,53.8,76.7,100,Snow fall: Moderate
2023-03-31,75,3.1,0.6,1.9,7.1,3.1,2.8,18.0,34.2,49.7,106,Snow fall: Heavy
2023-04-01,75,1.5,-3.0,-0.7,7.6,0.3,5.18,15.0,48.2,70.2,204,Snow fall: Heavy
2023-04-02,71,-1.4,-3.5,-2.5,0.7,0.0,0.49,4.0,50.1,73.1,212,Snow fall: Slight
2023-04-03,75,4.4,-1.6,2.5,28.8,8.0,14.63,19.0,57.8,88.2,130,Snow fall: Heavy
2023-04-04,73,4.7,1.2,2.7,8.6,5.1,2.45,19.0,65.5,96.1,162,Snow fall: Moderate
2023-04-05,73,1.7,-0.8,0.5,7.0,0.5,4.55,17.0,21.4,30.2,221,Snow fall: Moderate
2023-04-06,73,-1.0,-3.3,-1.9,2.2,0.0,1.54,8.0,23.9,33.8,214,Snow fall: Moderate
2023-04-07,75,3.4,-2.2,1.2,9.5,1.4,5.67,17.0,85.2,122.0,148,Snow fall: Heavy
2023-04-08,75,2.8,1.8,2.3,8.1,0.2,5.53,19.0,45.9,95.8,156,Snow fall: Heavy
2023-04-09,71,3.8,0.8,2.0,1.8,0.8,0.7,14.0,47.5,69.5,97,Snow fall: Slight
2023-04-10,73,1.4,-0.6,0.3,8.8,0.0,6.16,21.0,50.7,74.2,88,Snow fall: Moderate
2023-04-11,75,0.6,-2.4,-0.7,9.9,0.0,6.93,16.0,22.5,33.8,97,Snow fall: Heavy
2023-04-12,73,-0.7,-4.7,-2.8,1.4,0.0,0.98,6.0,21.4,31.7,46,Snow fall: Moderate
2023-04-13,3,0.4,-4.2,-1.8,0.0,0.0,0.0,0.0,30.1,43.6,105,Overcast
2023-04-14,71,-0.9,-2.2,-1.4,0.5,0.0,0.35,5.0,23.8,40.0,56,Snow fall: Slight
2023-04-15,3,0.8,-2.5,-0.9,0.0,0.0,0.0,0.0,16.1,24.8,194,Overcast
2023-04-16,73,5.4,-3.0,2.3,5.9,3.6,1.68,16.0,46.7,70.9,129,Snow fall: Moderate
2023-04-17,63,6.3,4.1,4.9,36.1,36.1,0.0,20.0,58.4,85.0,170,Rain: Moderate
2023-04-18,61,5.1,3.3,4.3,5.9,5.9,0.0,13.0,54.0,83.5,170,Rain: Slight
2023-04-19,51,5.6,3.5,4.7,0.4,0.4,0.0,4.0,29.9,43.9,183,Drizzle: Light
2023-04-20,2,4.7,1.0,3.2,0.0,0.0,0.0,0.0,26.1,37.4,201,Partly cloudy
2023-04-21,71,0.6,-4.7,-1.8,0.1,0.0,0.07,1.0,35.7,51.8,99,Snow fall: Slight
2023-04-22,3,-2.4,-7.1,-4.1,0.0,0.0,0.0,0.0,28.2,44.3,106,Overcast
2023-04-23,3,-1.2,-6.5,-3.7,0.0,0.0,0.0,0.0,11.9,20.5,116,Overcast
2023-04-24,3,-1.8,-7.6,-3.8,0.0,0.0,0.0,0.0,24.3,35.3,105,Overcast
2023-04-25,3,-5.1,-8.9,-7.0,0.0,0.0,0.0,0.0,24.2,35.6,111,Overcast
2023-04-26,2,-4.7,-9.1,-6.8,0.0,0.0,0.0,0.0,15.1,25.6,101,Partly cloudy
2023-04-27,71,-3.6,-10.3,-6.3,0.4,0.0,0.28,4.0,11.5,18.0,96,Snow fall: Slight
2023-04-28,71,-5.0,-9.5,-7.0,0.3,0.0,0.21,3.0,19.7,29.5,93,Snow fall: Slight
2023-04-29,3,-5.0,-9.5,-7.2,0.0,0.0,0.0,0.0,28.7,41.0,99,Overcast
2023-04-30,71,-3.1,-9.6,-6.7,0.3,0.0,0.21,3.0,27.6,38.9,67,Snow fall: Slight
2023-05-01,71,-2.4,-8.0,-4.9,0.4,0.0,0.28,4.0,26.0,39.2,92,Snow fall: Slight
2023-05-02,3,-0.4,-4.6,-2.3,0.0,0.0,0.0,0.0,15.5,22.0,178,Overcast
2023-05-03,3,1.8,-2.9,-0.6,0.0,0.0,0.0,0.0,14.4,21.6,140,Overcast
2023-05-04,73,3.9,-1.9,0.9,2.8,1.1,1.19,11.0,11.5,16.6,213,Snow fall: Moderate
2023-05-05,51,4.9,1.9,3.1,1.1,1.1,0.0,6.0,18.2,25.9,177,Drizzle: Light
2023-05-06,51,5.6,1.3,3.2,0.1,0.1,0.0,1.0,18.3,25.6,106,Drizzle: Light
2023-05-07,73,5.6,1.1,3.9,9.9,6.8,2.17,13.0,20.1,30.2,109,Snow fall: Moderate
2023-05-08,53,6.2,2.0,4.4,1.4,1.4,0.0,7.0,22.7,32.4,111,Drizzle: Moderate
2023-05-09,61,5.5,2.8,4.1,6.3,6.3,0.0,9.0,17.9,24.5,191,Rain: Slight
2023-05-10,51,3.7,2.2,3.2,1.1,1.1,0.0,9.0,15.9,23.8,250,Drizzle: Light
2023-05-11,51,7.0,1.6,4.5,0.3,0.3,0.0,2.0,30.7,44.3,197,Drizzle: Light
2023-05-12,71,6.5,1.0,4.0,21.7,21.5,0.14,23.0,57.4,85.0,196,Snow fall: Slight
2023-05-13,75,2.0,-0.7,0.9,8.8,1.1,5.39,12.0,41.6,60.5,144,Snow fall: Heavy
2023-05-14,75,1.2,-6.2,-3.1,13.7,0.4,9.31,22.0,40.8,60.5,279,Snow fall: Heavy
2023-05-15,73,-1.0,-7.5,-3.9,5.9,0.0,4.13,16.0,25.0,36.7,67,Snow fall: Moderate
2023-05-16,51,2.9,-7.8,-1.6,0.1,0.1,0.0,1.0,31.2,46.1,204,Drizzle: Light
2023-05-17,51,5.4,2.3,3.9,0.1,0.1,0.0,1.0,27.6,41.8,199,Drizzle: Light
2023-05-18,53,6.3,3.0,4.7,7.6,7.6,0.0,21.0,31.1,48.6,170,Drizzle: Moderate
2023-05-19,53,7.4,-0.1,3.7,3.8,3.8,0.0,12.0,64.5,96.8,208,Drizzle: Moderate
2023-05-20,73,0.9,-2.1,-0.2,4.1,0.0,2.87,24.0,60.9,90.7,213,Snow fall: Moderate
2023-05-21,75,2.6,-3.1,0.2,12.5,0.0,8.75,22.0,55.3,83.2,207,Snow fall: Heavy
2023-05-22,73,1.3,-3.1,-1.0,2.1,0.0,1.54,12.0,46.7,69.5,215,Snow fall: Moderate
2023-05-23,73,3.4,-2.3,1.0,5.9,2.0,2.73,20.0,60.5,90.0,208,Snow fall: Moderate
2023-05-24,73,-0.4,-2.5,-1.6,2.4,0.0,1.75,13.0,56.8,88.2,231,Snow fall: Moderate
2023-05-25,75,2.2,-1.8,0.2,3.1,0.0,2.17,8.0,45.1,76.0,235,Snow fall: Heavy
2023-05-26,73,5.2,-0.7,2.0,10.6,7.8,1.96,15.0,57.1,82.4,202,Snow fall: Moderate
2023-05-27,75,1.1,-3.3,-1.4,7.9,0.0,5.6,13.0,49.8,74.9,265,Snow fall: Heavy
2023-05-28,71,4.3,-1.4,1.6,4.0,3.4,0.42,14.0,53.5,77.0,208,Snow fall: Slight
2023-05-29,51,6.0,3.6,4.8,1.0,1.0,0.0,5.0,61.8,89.6,208,Drizzle: Light
2023-05-30,51,4.8,1.3,3.3,0.3,0.3,0.0,3.0,65.6,96.5,222,Drizzle: Light
2023-05-31,3,7.8,1.5,4.5,0.0,0.0,0.0,0.0,23.7,33.5,233,Overcast
2023-06-01,3,9.7,5.5,7.2,0.0,0.0,0.0,0.0,29.5,42.1,233,Overcast
2023-06-02,3,7.5,3.8,6.1,0.0,0.0,0.0,0.0,30.1,42.8,236,Overcast
2023-06-03,3,6.0,3.0,4.6,0.0,0.0,0.0,0.0,40.7,60.8,217,Overcast
2023-06-04,3,6.7,3.5,4.9,0.0,0.0,0.0,0.0,30.1,44.3,209,Overcast
2023-06-05,51,7.0,2.3,5.0,0.4,0.4,0.0,4.0,43.0,65.9,222,Drizzle: Light
2023-06-06,51,3.6,0.9,2.2,0.7,0.7,0.0,7.0,21.4,33.8,247,Drizzle: Light
2023-06-07,3,8.6,-0.4,4.4,0.0,0.0,0.0,0.0,36.8,56.9,208,Overcast
2023-06-08,51,6.3,4.1,5.0,2.2,2.2,0.0,12.0,42.3,64.1,201,Drizzle: Light
2023-06-09,61,6.9,3.1,5.3,14.1,14.1,0.0,23.0,37.5,60.5,199,Rain: Slight
2023-06-10,73,3.8,-0.1,2.0,1.8,0.7,0.77,6.0,29.9,50.8,232,Snow fall: Moderate
2023-06-11,3,8.7,-0.6,4.0,0.0,0.0,0.0,0.0,42.4,67.0,207,Overcast
2023-06-12,3,11.1,4.1,7.9,0.0,0.0,0.0,0.0,42.0,63.0,210,Overcast
2023-06-13,3,12.2,3.6,8.3,0.0,0.0,0.0,0.0,19.3,32.4,221,Overcast
2023-06-14,3,13.3,5.8,10.2,0.0,0.0,0.0,0.0,20.9,34.9,183,Overcast
2023-06-15,51,14.4,9.0,11.6,0.2,0.2,0.0,1.0,17.3,29.5,180,Drizzle: Light
2023-06-16,53,15.5,9.0,12.1,0.8,0.8,0.0,2.0,22.6,39.2,201,Drizzle: Moderate
2023-06-17,3,14.8,9.8,12.1,0.0,0.0,0.0,0.0,30.3,49.7,214,Overcast
2023-06-18,51,12.2,8.6,9.7,1.3,1.3,0.0,8.0,18.6,32.0,221,Drizzle: Light
2023-06-19,55,9.8,5.6,7.6,9.0,9.0,0.0,17.0,11.9,22.0,18,Drizzle: Dense intensity
2023-06-20,53,7.2,1.9,5.4,5.6,5.6,0.0,20.0,24.8,40.3,56,Drizzle: Moderate
2023-06-21,51,8.1,1.3,4.4,0.6,0.6,0.0,4.0,12.6,23.4,42,Drizzle: Light
2023-06-22,51,9.2,6.4,7.5,0.5,0.5,0.0,3.0,29.5,46.4,178,Drizzle: Light
2023-06-23,55,12.1,7.9,10.4,13.4,13.4,0.0,23.0,41.8,64.8,139,Drizzle: Dense intensity
2023-06-24,53,11.3,7.9,9.6,1.4,1.4,0.0,7.0,25.9,39.6,131,Drizzle: Moderate
2023-06-25,55,12.6,3.8,9.7,10.0,10.0,0.0,19.0,46.2,70.9,105,Drizzle: Dense intensity
2023-06-26,51,10.4,4.0,7.6,0.1,0.1,0.0,1.0,24.2,40.0,132,Drizzle: Light
2023-06-27,61,10.6,3.8,6.7,7.8,7.8,0.0,9.0,53.1,78.5,83,Rain: Slight
2023-06-28,55,6.9,3.2,5.2,5.3,5.3,0.0,16.0,32.3,57.2,338,Drizzle: Dense intensity
2023-06-29,55,6.1,3.5,4.5,5.5,5.5,0.0,14.0,29.5,43.9,236,Drizzle: Dense intensity
2023-06-30,71,7.8,3.6,5.5,13.8,13.7,0.07,24.0,22.5,35.3,75,Snow fall: Slight
2023-07-01,71,7.5,4.3,6.0,5.4,5.2,0.14,17.0,28.5,43.6,81,Snow fall: Slight
2023-07-02,53,8.6,3.8,5.9,3.5,3.5,0.0,11.0,39.8,59.4,67,Drizzle: Moderate
2023-07-03,3,7.2,2.6,5.2,0.0,0.0,0.0,0.0,37.0,59.8,49,Overcast
2023-07-04,71,1.7,0.1,0.8,0.2,0.0,0.14,2.0,25.2,41.4,351,Snow fall: Slight
2023-07-05,73,5.9,-0.2,2.1,5.6,3.9,1.19,16.0,29.7,46.4,7,Snow fall: Moderate
2023-07-06,3,8.3,2.1,5.4,0.0,0.0,0.0,0.0,30.3,47.5,83,Overcast
2023-07-07,3,10.5,4.3,7.3,0.0,0.0,0.0,0.0,33.1,50.8,95,Overcast
2023-07-08,51,15.5,5.6,11.1,0.1,0.1,0.0,1.0,21.8,38.2,170,Drizzle: Light
2023-07-09,3,18.5,10.4,14.6,0.0,0.0,0.0,0.0,14.0,22.3,314,Overcast
2023-07-10,53,15.6,9.4,13.2,1.7,1.7,0.0,7.0,33.8,51.5,95,Drizzle: Moderate
2023-07-11,51,11.5,5.5,8.6,0.4,0.4,0.0,3.0,31.3,50.0,55,Drizzle: Light
